doc_id,sid,tid,token,token_with_ws,lemma,upos,xpos,tid_source,relation,token_clean,expected_prediction
3157,1,1,This,This,this,DET,DT,2,det,this,1.56E-08
3157,1,2,summons,summons,summon,VERB,VBZ,28,nsubj,summons,0.003949029
3157,1,3,up,up,up,PART,RP,2,prt,up,8.67E-08
3157,1,4,plenty,plenty,plenty,NOUN,NN,2,dobj,plenty,2.44E-04
3157,1,5,of,of,of,ADP,IN,4,prep,of,1.12E-09
3157,1,6,snappy,snappy,snappy,ADJ,JJ,8,amod,snappy,0.964006841
3157,1,7,grain,grain,grain,NOUN,NN,8,compound,grain,0.99997282
3157,1,8,notes,notes,note,NOUN,NNS,5,pobj,notes,6.07E-07
3157,1,10,with,with,with,ADP,IN,2,prep,with,5.45E-07
3157,1,11,green,green,green,ADJ,JJ,12,amod,green,0.999986053
3157,1,12,apple,apple,apple,NOUN,NN,10,pobj,apple,0.999992847
3157,1,14,melon,melon,melon,NOUN,NN,15,compound,melon,1
3157,1,15,rind,rind,rind,NOUN,NN,12,conj,rind,0.99999845
3157,1,17,and,and,and,CCONJ,CC,15,cc,and,1.51E-06
3157,1,18,zested,zested,zest,VERB,VBN,20,amod,zested,0.998318672
3157,1,19,lemon,lemon,lemon,ADV,RB,20,compound,lemon,1
3157,1,20,bumping,bumping,bump,VERB,VBG,15,conj,bumping,0.001078835
3157,1,21,into,into,into,ADP,IN,20,prep,into,9.20E-08
3157,1,22,dried,dried,dry,VERB,VBN,23,amod,dried,0.99999845
3157,1,23,chili,chili,chili,ADJ,JJ,21,pobj,chili,0.999990106
3157,1,25,green,green,green,ADJ,JJ,26,amod,green,0.999978065
3157,1,26,tomato,tomato,tomato,NOUN,NN,23,conj,tomato,0.999999881
3157,1,28,damp,damp,damp,ADJ,JJ,0,root,damp,0.99825567
3157,1,29,hay,hay,hay,NOUN,NN,30,compound,hay,0.99997282
3157,1,30,bales,bales,bale,NOUN,NNS,28,dobj,bales,0.994972229
3157,1,32,and,and,and,CCONJ,CC,28,cc,and,1.96E-06
3157,1,33,a,a,a,DET,DT,34,det,a,1.31E-09
3157,1,34,dose,dose,dose,NOUN,NN,28,conj,dose,5.74E-06
3157,1,35,of,of,of,ADP,IN,34,prep,of,1.95E-09
3157,1,36,spice,spice,spice,NOUN,NN,35,pobj,spice,0.999996066
3157,2,1,It,It,-PRON-,PRON,PRP,2,nsubj,it,2.98E-09
3157,2,2,'s,'s,be,VERB,VBZ,0,root,s,2.16E-07
3157,2,3,sweeter,sweeter,sweet,ADJ,JJR,2,acomp,sweeter,0.999560058
3157,2,4,than,than,than,ADP,IN,3,prep,than,2.11E-08
3157,2,5,a,a,a,DET,DT,6,det,a,8.78E-10
3157,2,6,kitten,kitten,kitten,NOUN,NN,4,pobj,kitten,4.00E-06
3157,2,7,with,with,with,ADP,IN,6,prep,with,7.65E-07
3157,2,8,a,a,a,DET,DT,9,det,a,7.54E-10
3157,2,9,ball,ball,ball,NOUN,NN,7,pobj,ball,2.13E-05
3157,2,10,of,of,of,ADP,IN,9,prep,of,1.91E-09
3157,2,11,wool,wool,wool,NOUN,NN,10,pobj,wool,1.14E-04
3157,2,13,lemon,lemon,lemon,NOUN,NN,14,compound,lemon,1
3157,2,14,bonbons,bonbons,bonbon,NOUN,NNS,3,conj,bonbons,0.977903724
3157,2,16,toffee,toffee,toffee,NOUN,NN,14,conj,toffee,1
3157,2,18,vanilla,vanilla,vanilla,NOUN,NN,19,compound,vanilla,0.999999642
3157,2,19,cream,cream,cream,NOUN,NN,16,conj,cream,0.999988198
3157,2,21,banana,banana,banana,NOUN,NN,22,compound,banana,0.999999881
3157,2,22,chews,chews,chew,NOUN,NNS,19,conj,chews,1.74E-05
3157,2,24,zesty,zesty,zesty,NOUN,NN,25,amod,zesty,0.999897003
3157,2,25,mandarin,mandarin,mandarin,NOUN,NN,22,conj,mandarin,0.998069465
3157,2,27,apple,apple,apple,NOUN,NN,25,conj,apple,0.999984741
3157,2,29,butterscotch,butterscotch,butterscotch,NOUN,NN,27,conj,butterscotch,0.999997258
3157,2,31,pepper,pepper,pepper,NOUN,NN,29,conj,pepper,0.99998498
3157,2,33,and,and,and,CCONJ,CC,31,cc,and,1.85E-06
3157,2,34,clove,clove,clove,VERB,VB,31,conj,clove,0.999995351
3157,3,1,Sour,Sour,sour,ADJ,JJ,3,amod,sour,0.999999642
3157,3,2,apple,apple,apple,NOUN,NN,3,compound,apple,0.999991059
3157,3,3,pips,pips,pip,NOUN,NNS,15,nsubj,pips,0.999598682
3157,3,5,burnt,burnt,burn,VERB,VBN,6,amod,burnt,0.999992132
3157,3,6,sugar,sugar,sugar,NOUN,NN,3,conj,sugar,1
3157,3,7,and,and,and,CCONJ,CC,6,cc,and,1.76E-06
3157,3,8,spice,spice,spice,NOUN,NN,6,conj,spice,0.999994159
3157,3,10,and,and,and,CCONJ,CC,3,cc,and,1.74E-06
3157,3,11,some,some,some,DET,DT,14,det,some,6.59E-07
3157,3,12,residual,residual,residual,ADJ,JJ,13,amod,residual,1.25E-04
3157,3,13,vanilla,vanilla,vanilla,NOUN,NN,14,compound,vanilla,0.999999642
3157,3,14,creaminess,creaminess,creaminess,NOUN,NN,15,nsubj,creaminess,0.999938965
3157,3,15,see,see,see,VERB,VB,0,root,see,2.59E-09
3157,3,16,it,it,-PRON-,PRON,PRP,15,dobj,it,3.37E-09
3157,3,17,out,out,out,PART,RP,15,prt,out,6.26E-07
4790,1,1,This,This,this,DET,DT,6,det,this,7.17E-09
4790,1,2,25-year,25-year,25-year,ADJ,JJ,4,npadvmod,25year,0.016517824
4790,1,4,old,old,old,ADJ,JJ,6,amod,old,4.48E-10
4790,1,5,single,single,single,ADJ,JJ,6,amod,single,2.40E-09
4790,1,6,malt,malt,malt,NOUN,NN,7,nsubj,malt,1
4790,1,7,is,is,be,VERB,VBZ,0,root,is,1.35E-10
4790,1,8,part,part,part,NOUN,NN,7,attr,part,3.99E-09
4790,1,9,of,of,of,ADP,IN,8,prep,of,5.53E-10
4790,1,10,Glenmorangie,Glenmorangie,Glenmorangie,PROPN,NNP,13,poss,glenmorangie,2.62E-04
4790,1,11,'s,'s,'s,PART,POS,10,case,s,1.26E-07
4790,1,12,Bond,Bond,Bond,PROPN,NNP,13,compound,bond,2.13E-07
4790,1,13,House,House,House,PROPN,NNP,17,nmod,house,7.32E-08
4790,1,14,No,No,no,NOUN,NN,15,subtok,no,6.37E-07
4790,1,16,1,1,1,NUM,CD,15,nummod,1,2.97E-08
4790,1,17,collection,collection,collection,NOUN,NN,9,pobj,collection,1.00E-08
4790,1,19,and,and,and,CCONJ,CC,7,cc,and,9.90E-07
4790,1,20,the,the,the,DET,DT,21,det,the,5.55E-08
4790,1,21,nose,nose,nose,NOUN,NN,22,nsubj,nose,1.04E-06
4790,1,22,is,is,be,VERB,VBZ,7,conj,is,3.11E-10
4790,1,23,fruity,fruity,fruity,NOUN,NN,22,attr,fruity,0.999998689
4790,1,24,and,and,and,CCONJ,CC,23,cc,and,1.36E-06
4790,1,25,floral,floral,floral,ADJ,JJ,23,conj,floral,0.999985814
4790,1,26,with,with,with,ADP,IN,25,prep,with,6.69E-07
4790,1,27,orange,orange,orange,ADJ,JJ,28,amod,orange,0.999996662
4790,1,28,peel,peel,peel,NOUN,NN,26,pobj,peel,0.999967813
4790,1,30,dried,dried,dry,VERB,VBN,31,amod,dried,0.999998331
4790,1,31,flowers,flowers,flower,NOUN,NNS,28,conj,flowers,0.999949217
4790,1,33,honey,honey,honey,NOUN,NN,31,conj,honey,1
4790,1,35,and,and,and,CCONJ,CC,33,cc,and,2.50E-06
4790,1,36,muted,muted,muted,ADJ,JJ,37,amod,muted,6.76E-06
4790,1,37,spices,spices,spice,NOUN,NNS,33,conj,spices,0.999994397
4790,2,1,The,The,the,DET,DT,2,det,the,1.14E-07
4790,2,2,taste,taste,taste,NOUN,NN,3,nsubj,taste,8.74E-06
4790,2,3,starts,starts,start,VERB,VBZ,0,root,starts,3.69E-07
4790,2,4,off,off,off,PART,RP,3,prep,off,2.28E-08
4790,2,5,fruity,fruity,fruity,NOUN,NN,3,dobj,fruity,0.999999166
4790,2,6,with,with,with,ADP,IN,3,prep,with,5.59E-07
4790,2,7,notes,notes,note,NOUN,NNS,6,pobj,notes,5.76E-07
4790,2,8,of,of,of,ADP,IN,7,prep,of,1.30E-09
4790,2,9,orange,orange,orange,ADJ,JJ,10,amod,orange,0.999995112
4790,2,10,peel,peel,peel,NOUN,NN,8,pobj,peel,0.999965906
4790,2,12,banana,banana,banana,NOUN,NN,10,conj,banana,0.999999881
4790,2,14,and,and,and,CCONJ,CC,12,cc,and,1.14E-06
4790,2,15,ginger,ginger,ginger,NOUN,NN,12,conj,ginger,1
4790,2,16,at,at,at,ADP,IN,3,prep,at,5.35E-08
4790,2,17,first,first,first,ADV,RB,16,pcomp,first,2.60E-10
4790,2,19,with,with,with,ADP,IN,3,prep,with,5.09E-07
4790,2,20,a,a,a,DET,DT,21,det,a,9.47E-10
4790,2,21,touch,touch,touch,NOUN,NN,19,pobj,touch,5.69E-05
4790,2,22,of,of,of,ADP,IN,21,prep,of,2.08E-09
4790,2,23,allspice,allspice,allspice,NOUN,NN,22,pobj,allspice,0.999951124
4790,2,24,that,that,that,DET,WDT,25,nsubj,that,1.57E-10
4790,2,25,comes,comes,come,VERB,VBZ,21,relcl,comes,2.78E-07
4790,2,26,in,in,in,PART,RP,25,prt,in,2.64E-09
4790,2,27,later,later,later,ADV,RB,25,advmod,later,8.61E-08
4790,2,28,and,and,and,CCONJ,CC,25,cc,and,8.15E-07
4790,2,29,lasts,lasts,last,VERB,VBZ,25,conj,lasts,1.43E-06
4790,2,30,through,through,through,ADP,IN,29,prep,through,2.09E-07
4790,2,31,the,the,the,DET,DT,32,det,the,6.55E-08
4790,2,32,finish,finish,finish,NOUN,NN,30,pobj,finish,4.28E-06
4790,2,34,which,which,which,DET,WDT,35,nsubj,which,2.79E-09
4790,2,35,is,is,be,VERB,VBZ,32,relcl,is,1.58E-10
4790,2,36,nice,nice,nice,ADJ,JJ,35,acomp,nice,1.70E-07
4790,2,37,and,and,and,CCONJ,CC,36,cc,and,9.34E-07
4790,2,38,long,long,long,ADV,RB,36,conj,long,5.24E-08
4790,2,39,with,with,with,ADP,IN,35,prep,with,5.43E-07
4790,2,40,a,a,a,DET,DT,42,det,a,7.15E-10
4790,2,41,good,good,good,ADJ,JJ,42,amod,good,4.93E-06
4790,2,42,balance,balance,balance,NOUN,NN,39,pobj,balance,1.59E-05
4790,2,43,of,of,of,ADP,IN,42,prep,of,1.91E-09
4790,2,44,tropical,tropical,tropical,ADJ,JJ,45,amod,tropical,0.999996901
4790,2,45,fruits,fruits,fruit,NOUN,NNS,43,pobj,fruits,0.999999642
4790,2,46,and,and,and,CCONJ,CC,45,cc,and,2.21E-06
4790,2,47,soft,soft,soft,ADJ,JJ,48,amod,soft,0.999940157
4790,2,48,spices,spices,spice,NOUN,NNS,45,conj,spices,0.999995351
4790,3,2,December,December,December,PROPN,NNP,0,root,december,4.21E-05
4790,3,4,2017,2017,2017,NUM,CD,2,npadvmod,2017,0.213225171
6354,1,1,This,This,this,DET,DT,2,det,this,1.01E-08
6354,1,2,whisky,whisky,whisky,NOUN,NN,3,nsubj,whisky,2.30E-06
6354,1,3,comes,comes,come,VERB,VBZ,0,root,comes,1.10E-07
6354,1,4,from,from,from,ADP,IN,3,prep,from,9.19E-08
6354,1,5,an,an,an,DET,DT,7,det,an,1.84E-08
6354,1,6,undisclosed,undisclosed,undisclosed,ADJ,JJ,7,amod,undisclosed,9.54E-05
6354,1,7,distillery,distillery,distillery,NOUN,NN,4,pobj,distillery,2.98E-09
6354,1,9,and,and,and,CCONJ,CC,3,cc,and,6.58E-07
6354,1,10,the,the,the,DET,DT,11,det,the,5.12E-08
6354,1,11,nose,nose,nose,NOUN,NN,12,nsubj,nose,1.11E-06
6354,1,12,is,is,be,VERB,VBZ,3,conj,is,2.66E-10
6354,1,13,spicy,spicy,spicy,ADJ,JJ,12,acomp,spicy,0.999999642
6354,1,14,with,with,with,ADP,IN,13,prep,with,7.12E-07
6354,1,15,good,good,good,ADJ,JJ,16,amod,good,4.86E-06
6354,1,16,cinnamon,cinnamon,cinnamon,NOUN,NN,14,pobj,cinnamon,0.999999762
6354,1,18,rye,rye,rye,NOUN,NN,16,conj,rye,1
6354,1,20,and,and,and,CCONJ,CC,18,cc,and,1.24E-06
6354,1,21,hints,hints,hint,NOUN,NNS,18,conj,hints,4.73E-06
6354,1,22,of,of,of,ADP,IN,21,prep,of,1.44E-09
6354,1,23,brown,brown,brown,ADJ,JJ,24,amod,brown,1.15E-05
6354,1,24,sugar,sugar,sugar,NOUN,NN,22,pobj,sugar,1
6354,1,25,and,and,and,CCONJ,CC,24,cc,and,1.29E-06
6354,1,26,molasses,molasses,molasse,NOUN,NNS,24,conj,molasses,1
6354,2,1,The,The,the,DET,DT,2,det,the,9.42E-08
6354,2,2,taste,taste,taste,NOUN,NN,3,nsubj,taste,7.23E-06
6354,2,3,is,is,be,VERB,VBZ,0,root,is,3.31E-10
6354,2,4,thick,thick,thick,ADJ,JJ,3,acomp,thick,0.999460042
6354,2,5,and,and,and,CCONJ,CC,4,cc,and,1.10E-06
6354,2,6,spicy,spicy,spicy,ADJ,JJ,4,conj,spicy,0.999999523
6354,2,7,with,with,with,ADP,IN,6,prep,with,7.46E-07
6354,2,8,rye,rye,rye,NOUN,NN,11,nmod,rye,1
6354,2,9,and,and,and,CCONJ,CC,8,cc,and,1.48E-06
6354,2,10,cinnamon,cinnamon,cinnamon,NOUN,NN,8,conj,cinnamon,0.999999762
6354,2,11,notes,notes,note,NOUN,NNS,7,pobj,notes,6.83E-07
6354,2,12,leading,leading,lead,VERB,VBG,11,acl,leading,1.77E-05
6354,2,13,to,to,to,ADP,IN,12,prep,to,2.84E-09
6354,2,14,a,a,a,DET,DT,15,det,a,6.32E-10
6354,2,15,blast,blast,blast,NOUN,NN,13,pobj,blast,6.97E-05
6354,2,16,of,of,of,ADP,IN,15,prep,of,1.25E-09
6354,2,17,black,black,black,ADJ,JJ,18,amod,black,8.82E-07
6354,2,18,pepper,pepper,pepper,NOUN,NN,16,pobj,pepper,0.999991775
6354,2,19,that,that,that,DET,WDT,20,nsubj,that,1.09E-10
6354,2,20,fades,fades,fade,VERB,VBZ,15,relcl,fades,4.86E-06
6354,2,21,to,to,to,PART,TO,22,aux,to,3.20E-09
6354,2,22,reveal,reveal,reveal,VERB,VB,20,xcomp,reveal,9.12E-07
6354,2,23,caramel,caramel,caramel,NOUN,NN,22,dobj,caramel,1
6354,2,24,and,and,and,CCONJ,CC,23,cc,and,1.64E-06
6354,2,25,maple,maple,maple,NOUN,NN,23,conj,maple,0.999989986
6354,2,26,with,with,with,ADP,IN,22,prep,with,7.68E-07
6354,2,27,a,a,a,DET,DT,28,det,a,8.07E-10
6354,2,28,touch,touch,touch,NOUN,NN,26,pobj,touch,4.06E-05
6354,2,29,of,of,of,ADP,IN,28,prep,of,1.40E-09
6354,2,30,oak,oak,oak,NOUN,NN,29,pobj,oak,0.999999404
6354,2,31,and,and,and,CCONJ,CC,30,cc,and,1.68E-06
6354,2,32,hints,hints,hint,NOUN,NNS,30,conj,hints,6.10E-06
6354,2,33,of,of,of,ADP,IN,32,prep,of,2.17E-09
6354,2,34,roasted,roasted,roasted,ADJ,JJ,35,amod,roasted,1
6354,2,35,nuts,nuts,nut,NOUN,NNS,33,pobj,nuts,0.999994397
6354,3,1,The,The,the,DET,DT,2,det,the,6.38E-08
6354,3,2,finish,finish,finish,NOUN,NN,3,nsubj,finish,5.15E-06
6354,3,3,is,is,be,VERB,VBZ,0,root,is,2.04E-10
6354,3,4,long,long,long,ADJ,JJ,3,acomp,long,6.95E-08
6354,3,5,and,and,and,CCONJ,CC,4,cc,and,1.07E-06
6354,3,6,spicy,spicy,spicy,ADJ,JJ,4,conj,spicy,0.999999642
6354,3,7,with,with,with,ADP,IN,6,prep,with,6.54E-07
6354,3,8,cocoa,cocoa,cocoa,NOUN,NN,7,pobj,cocoa,1
6354,3,10,molasses,molasses,molasse,NOUN,NNS,8,conj,molasses,1
6354,3,12,and,and,and,CCONJ,CC,10,cc,and,1.97E-06
6354,3,13,caramel,caramel,caramel,NOUN,NN,10,conj,caramel,1
6354,3,14,balancing,balancing,balance,VERB,VBG,3,advcl,balancing,0.001352529
6354,3,15,the,the,the,DET,DT,17,det,the,1.27E-07
6354,3,16,fading,fading,fade,VERB,VBG,17,amod,fading,1.49E-04
6354,3,17,cinnamon,cinnamon,cinnamon,NOUN,NN,14,dobj,cinnamon,0.999999642
6354,3,18,and,and,and,CCONJ,CC,17,cc,and,1.63E-06
6354,3,19,pepper,pepper,pepper,NOUN,NN,17,conj,pepper,0.999977469
5032,1,1,Possibly,Possibly,possibly,ADV,RB,6,advmod,possibly,6.13E-06
5032,1,2,the,the,the,DET,DT,6,det,the,6.23E-08
5032,1,3,most,most,most,ADV,RBS,4,advmod,most,5.42E-08
5032,1,4,unusual,unusual,unusual,ADJ,JJ,6,amod,unusual,6.22E-07
5032,1,5,single,single,single,ADJ,JJ,6,amod,single,1.59E-09
5032,1,6,malt,malt,malt,NOUN,NN,0,root,malt,1
5032,1,7,Amrut,Amrut,Amrut,PROPN,NNP,8,nsubj,amrut,0.950528383
5032,1,8,produces,produces,produce,VERB,VBZ,6,relcl,produces,0.001809282
5032,2,1,it,it,-PRON-,PRON,PRP,3,nsubjpass,it,1.69E-09
5032,2,2,'s,'s,be,VERB,VBZ,3,auxpass,s,1.47E-07
5032,2,3,matured,matured,mature,VERB,VBN,0,root,matured,6.86E-05
5032,2,4,just,just,just,ADV,RB,5,advmod,just,1.96E-09
5032,2,5,like,like,like,ADP,IN,3,prep,like,6.80E-09
5032,2,6,the,the,the,DET,DT,10,det,the,3.03E-08
5032,2,7,regular,regular,regular,ADJ,JJ,10,amod,regular,3.29E-07
5032,2,8,Amrut,Amrut,Amrut,PROPN,NNP,10,compound,amrut,0.903653502
5032,2,9,peated,peated,peate,VERB,VBD,10,compound,peated,0.999044955
5032,2,10,malt,malt,malt,NOUN,NN,5,pobj,malt,1
5032,2,12,except,except,except,ADP,IN,20,mark,except,1.37E-06
5032,2,13,that,that,that,DET,DT,20,mark,that,5.11E-11
5032,2,14,at,at,at,ADP,IN,20,prep,at,3.90E-08
5032,2,15,the,the,the,DET,DT,16,det,the,2.95E-08
5032,2,16,end,end,end,NOUN,NN,14,pobj,end,1.42E-07
5032,2,18,the,the,the,DET,DT,19,det,the,3.29E-08
5032,2,19,spirit,spirit,spirit,NOUN,NN,20,nsubj,spirit,5.77E-07
5032,2,20,goes,goes,go,VERB,VBZ,3,advcl,goes,5.70E-08
5032,2,21,into,into,into,ADP,IN,20,prep,into,3.95E-08
5032,2,22,special,special,special,ADJ,JJ,27,amod,special,3.26E-06
5032,2,23,100-liter,100-liter,100-liter,NUM,CD,27,nummod,100liter,0.114526995
5032,2,24,virgin,virgin,virgin,ADJ,JJ,27,amod,virgin,1.58E-04
5032,2,25,American,American,american,ADJ,JJ,27,amod,american,3.48E-08
5032,2,26,oak,oak,oak,NOUN,NN,27,compound,oak,0.999998689
5032,2,27,casks,casks,cask,NOUN,NNS,21,pobj,casks,1.04E-07
5032,2,28,for,for,for,ADP,IN,27,prep,for,4.03E-11
5032,2,29,final,final,final,ADJ,JJ,30,amod,final,1.26E-06
5032,2,30,maturation,maturation,maturation,NOUN,NN,28,pobj,maturation,9.36E-07
5032,3,1,The,The,the,DET,DT,3,det,the,7.47E-08
5032,3,2,final,final,final,ADJ,JJ,3,amod,final,6.01E-06
5032,3,3,product,product,product,NOUN,NN,6,nsubjpass,product,1.53E-06
5032,3,4,is,is,be,VERB,VBZ,6,auxpass,is,2.46E-10
5032,3,5,then,then,then,ADV,RB,6,advmod,then,1.55E-08
5032,3,6,bottled,bottled,bottle,VERB,VBN,0,root,bottled,4.09E-06
5032,3,7,in,in,in,ADP,IN,6,prep,in,1.80E-09
5032,3,8,100cl,100cl,100cl,ADJ,JJ,13,nmod,100cl,0.420258045
5032,3,10,1,1,1,NUM,CD,11,nummod,1,1.26E-08
5032,3,11,liter,liter,liter,NOUN,NN,8,appos,liter,3.35E-05
5032,3,13,bottles,bottles,bottle,NOUN,NNS,7,pobj,bottles,3.81E-08
5032,3,14,at,at,at,ADP,IN,13,prep,at,1.51E-08
5032,3,15,the,the,the,DET,DT,20,det,the,1.46E-08
5032,3,16,old,old,old,ADJ,JJ,20,amod,old,1.69E-10
5032,3,17,100,100,100,NUM,CD,20,nummod,100,3.47E-07
5032,3,18,British,British,british,ADJ,JJ,20,amod,british,2.81E-06
5032,3,19,Proof,Proof,Proof,PROPN,NNP,20,compound,proof,3.07E-06
5032,3,20,standard,standard,standard,NOUN,NN,14,pobj,standard,2.56E-08
5032,3,22,57.1,57.1,57.1,NUM,CD,23,nummod,571,3.53E-04
5032,3,24,ABV,ABV,ABV,PROPN,NNP,20,appos,abv,0.001809403
5032,3,27,with,with,with,ADP,IN,6,prep,with,1.79E-07
5032,3,28,only,only,only,ADV,RB,29,advmod,only,1.05E-10
5032,3,29,100,100,100,NUM,CD,30,nummod,100,5.58E-07
5032,3,30,bottles,bottles,bottle,NOUN,NNS,27,pobj,bottles,6.08E-08
5032,3,31,destined,destined,destine,VERB,VBN,30,acl,destined,0.001154453
5032,3,32,for,for,for,ADP,IN,31,prep,for,2.53E-10
5032,3,33,a,a,a,DET,DT,35,det,a,5.80E-10
5032,3,34,specific,specific,specific,ADJ,JJ,35,amod,specific,1.70E-06
5032,3,35,nation,nation,nation,NOUN,NN,32,pobj,nation,1.22E-06
5032,4,1,My,My,-PRON-,DET,PRP$,2,poss,my,1.80E-08
5032,4,2,sample,sample,sample,NOUN,NN,7,nsubj,sample,1.96E-08
5032,4,3,of,of,of,ADP,IN,2,prep,of,7.44E-10
5032,4,4,the,the,the,DET,DT,6,det,the,4.15E-08
5032,4,5,U.S.,U.S.,U.S.,PROPN,NNP,6,compound,us,2.84E-08
5032,4,6,version,version,version,NOUN,NN,3,pobj,version,2.94E-06
5032,4,7,had,had,have,VERB,VBD,0,root,had,1.79E-08
5032,4,8,notes,notes,note,NOUN,NNS,7,dobj,notes,6.73E-07
5032,4,9,of,of,of,ADP,IN,8,prep,of,1.41E-09
5032,4,10,dark,dark,dark,ADJ,JJ,11,amod,dark,0.999996066
5032,4,11,chocolate,chocolate,chocolate,NOUN,NN,9,pobj,chocolate,0.999999881
5032,4,13,orange,orange,orange,ADJ,JJ,14,amod,orange,0.999996066
5032,4,14,peel,peel,peel,NOUN,NN,11,conj,peel,0.999965191
5032,4,16,wet,wet,wet,ADJ,JJ,17,amod,wet,3.85E-04
5032,4,17,leather,leather,leather,NOUN,NN,14,conj,leather,0.999979496
5032,4,19,campfire,campfire,campfire,NOUN,NN,20,compound,campfire,0.999316096
5032,4,20,embers,embers,ember,NOUN,NNS,17,conj,embers,0.998636901
5032,4,22,and,and,and,CCONJ,CC,20,cc,and,2.09E-06
5032,4,23,hints,hints,hint,NOUN,NNS,20,conj,hints,6.08E-06
5032,4,24,of,of,of,ADP,IN,23,prep,of,2.07E-09
5032,4,25,hazelnut,hazelnut,hazelnut,NOUN,NN,24,pobj,hazelnut,0.999999523
5032,4,26,and,and,and,CCONJ,CC,25,cc,and,2.02E-06
5032,4,27,caramel,caramel,caramel,NOUN,NN,25,conj,caramel,1
5032,4,28,on,on,on,ADP,IN,23,prep,on,2.27E-08
5032,4,29,the,the,the,DET,DT,30,det,the,1.02E-07
5032,4,30,nose,nose,nose,NOUN,NN,28,pobj,nose,2.00E-06
5032,5,1,The,The,the,DET,DT,2,det,the,1.06E-07
5032,5,2,taste,taste,taste,NOUN,NN,3,nsubj,taste,7.12E-06
5032,5,3,is,is,be,VERB,VBZ,0,root,is,2.40E-10
5032,5,4,bold,bold,bold,ADJ,JJ,3,acomp,bold,2.31E-08
5032,5,5,and,and,and,CCONJ,CC,4,cc,and,1.20E-06
5032,5,6,fiery,fiery,fiery,ADJ,JJ,4,conj,fiery,0.99423027
5032,5,7,with,with,with,ADP,IN,6,prep,with,6.80E-07
5032,5,8,chili,chili,chili,ADJ,JJ,9,amod,chili,0.999976397
5032,5,9,peppers,peppers,pepper,NOUN,NNS,7,pobj,peppers,0.999999166
5032,5,11,curry,curry,curry,VERB,VB,12,compound,curry,0.999696732
5032,5,12,powder,powder,powder,NOUN,NN,9,conj,powder,0.999249995
5032,5,14,and,and,and,CCONJ,CC,12,cc,and,1.46E-06
5032,5,15,black,black,black,ADJ,JJ,16,amod,black,7.94E-07
5032,5,16,pepper,pepper,pepper,NOUN,NN,12,conj,pepper,0.999984384
5032,5,17,that,that,that,DET,WDT,18,nsubj,that,9.61E-11
5032,5,18,blast,blast,blast,VERB,VBP,9,relcl,blast,9.44E-05
5032,5,19,the,the,the,DET,DT,20,det,the,7.09E-08
5032,5,20,palate,palate,palate,NOUN,NN,18,dobj,palate,2.72E-08
5032,5,21,before,before,before,ADP,IN,18,prep,before,2.45E-08
5032,5,22,fading,fading,fade,VERB,VBG,21,pcomp,fading,1.23E-04
5032,5,23,to,to,to,PART,TO,24,aux,to,2.50E-09
5032,5,24,reveal,reveal,reveal,VERB,VB,22,advcl,reveal,8.55E-07
5032,5,25,citrus,citrus,citrus,ADJ,JJ,26,compound,citrus,1
5032,5,26,tartness,tartness,tartness,NOUN,NN,24,dobj,tartness,0.999999881
5032,5,27,and,and,and,CCONJ,CC,26,cc,and,1.53E-06
5032,5,28,a,a,a,DET,DT,30,det,a,1.15E-09
5032,5,29,subtle,subtle,subtle,ADJ,JJ,30,amod,subtle,1.16E-06
5032,5,30,ashiness,ashiness,ashiness,NOUN,NN,26,conj,ashiness,0.942569792
5032,5,32,along,along,along,ADP,IN,18,prep,along,3.21E-07
5032,5,33,with,with,with,ADP,IN,32,prep,with,1.16E-06
5032,5,34,chocolate,chocolate,chocolate,NOUN,NN,33,pobj,chocolate,0.999999762
5032,5,36,almond,almond,almond,ADJ,JJ,34,conj,almond,1
5032,5,38,and,and,and,CCONJ,CC,36,cc,and,1.76E-06
5032,5,39,hints,hints,hint,NOUN,NNS,36,conj,hints,5.62E-06
5032,5,40,of,of,of,ADP,IN,39,prep,of,1.86E-09
5032,5,41,fruit,fruit,fruit,NOUN,NN,40,pobj,fruit,1
5032,6,1,The,The,the,DET,DT,2,det,the,6.38E-08
5032,6,2,finish,finish,finish,NOUN,NN,3,nsubj,finish,5.15E-06
5032,6,3,is,is,be,VERB,VBZ,0,root,is,2.18E-10
5032,6,4,long,long,long,ADJ,JJ,7,advmod,long,6.63E-08
5032,6,5,and,and,and,CCONJ,CC,4,cc,and,1.12E-06
5032,6,6,subtly,subtly,subtly,ADV,RB,4,conj,subtly,8.67E-06
5032,6,7,spicy,spicy,spicy,ADJ,JJ,3,acomp,spicy,0.999999762
5032,6,8,with,with,with,ADP,IN,7,prep,with,7.15E-07
5032,6,9,oak,oak,oak,NOUN,NN,8,pobj,oak,0.999999166
5032,6,11,smoke,smoke,smoke,NOUN,NN,9,conj,smoke,0.999990582
5032,6,13,and,and,and,CCONJ,CC,11,cc,and,1.32E-06
5032,6,14,a,a,a,DET,DT,17,det,a,8.66E-10
5032,6,15,mild,mild,mild,ADJ,JJ,17,amod,mild,6.72E-06
5032,6,16,citrusy,citrusy,citrusy,ADJ,JJ,17,compound,citrusy,0.999999046
5032,6,17,tartness,tartness,tartness,NOUN,NN,11,conj,tartness,0.999999642
5032,7,1,Â,Â,Â,PROPN,NNP,0,root,â,1.98E-04
5032,7,3,August,August,August,PROPN,NNP,1,appos,august,2.38E-04
