doc_id,sid,tid,token,token_with_ws,lemma,upos,xpos,tid_source,relation,token_clean,expected_prediction
1371,3,31,all,all,all,DET,DT,34,det,all,2.13E-06
1371,3,33,honeyed,honeyed,honeyed,ADJ,JJ,34,amod,honeyed,0.999966025
1371,3,34,vanilla,vanilla,vanilla,NOUN,NN,29,dobj,vanilla,0.999999642
1371,3,36,caramel,caramel,caramel,NOUN,NN,34,conj,caramel,1
1371,3,38,butterscotch,butterscotch,butterscotch,NOUN,NN,36,conj,butterscotch,0.999998093
1371,3,40,and,and,and,CCONJ,CC,38,cc,and,2.00E-06
1371,3,41,nutty,nutty,nutty,ADJ,JJ,42,amod,nutty,0.999997377
1371,3,42,toffee,toffee,toffee,NOUN,NN,38,conj,toffee,1
1371,3,45,along,along,along,ADP,IN,22,prep,along,2.06E-07
1371,3,46,with,with,with,ADP,IN,45,prep,with,8.43E-07
